C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_26_883.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_26_883.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_26_883.jpg,0,0,0,5.216374E-06
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_26_950.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_26_950.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_26_950.jpg,0,0,0,1.897356E-05
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_019.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_019.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_019.jpg,0,0.07982329,0,0.03675217
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_086.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_086.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_086.jpg,0,0.3167367,0,0.2305314
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_154.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_154.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_154.jpg,0,0.5074706,0,0.5571505
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_225.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_225.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_225.jpg,0,0.7441447,0,1.147096
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_292.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_292.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_292.jpg,0,0.9225717,0,1.783757
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_362.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_362.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_362.jpg,-0.15,1,0,2.715451
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_431.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_431.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_431.jpg,-0.3,1,0,3.409626
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_499.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_499.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_499.jpg,-0.45,1,0,4.101489
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_567.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_567.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_567.jpg,-0.6500001,1,0,5.000496
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_634.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_634.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_634.jpg,0,1,0,5.65367
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_702.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_702.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_702.jpg,0,1,0,6.342391
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_770.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_770.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_770.jpg,0,1,0,7.257501
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_839.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_839.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_839.jpg,0,1,0,7.939316
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_906.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_906.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_906.jpg,-0.1,1,0,8.8401
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_27_973.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_27_973.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_27_973.jpg,-0.25,1,0,9.497704
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_043.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_043.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_043.jpg,-0.45,1,0,10.34274
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_111.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_111.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_111.jpg,0,1,0,10.95389
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_181.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_181.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_181.jpg,0,1,0,11.68959
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_248.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_248.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_248.jpg,0,1,0,12.51313
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_317.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_317.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_317.jpg,-0.05,1,0,13.06352
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_386.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_386.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_386.jpg,-0.25,1,0,13.9183
C:\Users\Kaustav Mondal\Desktop\data\IMG\center_2017_02_13_13_00_28_455.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\left_2017_02_13_13_00_28_455.jpg,C:\Users\Kaustav Mondal\Desktop\data\IMG\right_2017_02_13_13_00_28_455.jpg,-0.4,1,0,14.53859
